hour,oaid,os,item_names,brand,sw,sh,,
16,,9,"家庭,喜剧,青春",MediaTek,,,,
16,,,"都市,爱情,芒果出品",Skyworth,,,,
17,10618FE2F8FC4A8EAE61130D9D2C9B16a08efba21565766c7406c02704009c83,Android_12,"都市,职场",OPPO,2293,1032,,
17,,,"都市,爱情",apple,1242,2688,,
17,,,"剧情,爱情,悬疑,犯罪",realtek,,,,
17,,,"都市,爱情",Xiaomi,,,,
17,,,其他,MStar,,,,
17,,,其他,apple,1170,2532,,
17,,,"都市,爱情,芒果出品",TCL,,,,
17,196920fd80eb1aca,Android_10,"战争,剧情",Xiaomi,2030,1080,,
18,,9,"音乐,芒果出品",Xiaomi,,,,
18,,,"都市,爱情",MStar,,,,
18,3d579533d1ba6e97,Android_12,"战争,剧情",Xiaomi,1080,2120,,
18,,9,音乐,Dangbei,,,,
18,,,"都市,爱情",Hisense,,,,
19,F41EAA151C604A39A1F87ADA0E2ED631910ec4aa59220f3b14d1ee4ad5b3f889,android,"真人秀,芒果出品",OPPO,1080,2285,,
19,,Android_10,"都市,芒果出品,剧情",HUAWEI,1600,2006,,
19,,,"纪实,生活,真人秀",MBX,,,,
19,,,"情感,旅游,真人秀,芒果出品",Xiaomi,,,,
20,,,"真人秀,益智,搞笑",Android,,,,
20,641B4150D94A48D1B8FF02E8B4330C90954c9458fc4876fec5b58771e9c0d792,android,"古装,爱情",OPPO,720,1424,,
20,,,"古装,武侠,剧情,芒果出品",Xiaomi,,,,
20,,,"芒果出品,爱情,网剧,奇幻,古装",Hisense,,,,
16,,Android_12,"宫廷,古装,爱情,剧情",HONOR,1080,2289,,
16,de4b8ab9ec9a3f66,Android_11,"亲子,芒果出品,真人秀",Redmi,1080,2356,,
16,,,"爱情,都市,家庭",Skyworth,,,,
16,,,其他,eVideo,,,,
17,,,"爱情,都市,家庭",Xiaodu,,,,
17,,,其他,HiSTBAndroidV6,,,,
18,,Android_10,其他,HUAWEI,1080,2172,,
18,,Windows,"剧情,爱情,古装",,,,,
18,,Android_10,"悬疑,犯罪,芒果出品",HUAWEI,1600,2006,,
18,A55D9E27D69F4173A3BEEB4A6D50209F4580a0fbd0b84be39463dd34b67b113a,Android_12,"真人秀,美食,明星",OPPO,1080,2245,,
19,,9,"战争,剧情",Xiaomi,,,,
19,,,"都市,爱情,芒果出品",Xiaomi,,,,
19,,,其他,Skyworth,,,,
19,,Android,"芒果出品,真人秀,明星,搞笑",RY,,,,
19,,,"芒果出品,网剧,都市,爱情,职场",rockchip,,,,
19,,Android_9,"爱情,悬疑,都市,芒果出品",HUAWEI,1080,2259,,
19,1f2c3f62270b3e0e93259d3f687203b65965473173b221ffe37f6d408ccff2fb,Android_12,其他,vivo,3084,1440,,
19,544b2c73fcf049a5a0dd97304edd189bd906ccc47e5702c2b9c99cdc0994ca8e,Android_11,"都市,爱情,剧情",vivo,2342,1080,,
19,,,"爱情,古装,奇幻",Xgimi,,,,
19,,9,"纪实,生活,真人秀",Fengmi,,,,
19,,,"剧情,都市,芒果出品",Mstar,,,,
19,,10,"剧情,爱情,芒果出品,都市",Skyworth,,,,
20,,,"都市,爱情,芒果出品",Xgimi,,,,
20,6A9225F3EB1546BD8DAC59F78F794CF7b80091cbdd7efd4c69a53fc322864062,android,"古装,武侠,剧情,芒果出品",OPPO,1080,2237,,
20,3F1131E788FA4EB2940AC970E71655A8f489a4142d8a64b640197d47617367e3,Android_13,音乐,realme,1080,2170,,
20,,,"都市,爱情",SHARP,,,,
16,,,"剧情,喜剧,爱情,家庭",Letv,,,,
16,,,其他,Xiaomi,,,,
16,,,其他,Xiaomi,,,,
17,,Windows,"青春,校园",,1600,900,,
17,,Windows,"青春,校园",,1600,900,,
17,,,"剧情,喜剧,爱情,家庭",Xgimi,,,,
17,,Android_10,"战争,剧情",HUAWEI,1152,2268,,
17,,,"真人秀,芒果出品",Amlogic,,,,
17,6BE34242E7E649C8A637CA53D833E20Ea04b07c3e90125777be5ff72ff6efe12,Android_12,"都市,芒果出品,剧情",OPPO,1080,2245,,
18,,android_10,"益智,芒果出品",HUAWEI,1080,2214,,
18,55DC9BCA26D442589F6668AE5B4718C20d77cf94af3581f83db72b17b0a4fddb,Android_11,"芒果出品,古装,爱情,玄幻,网剧",realme,720,1448,,
18,,,剧情,apple,2224,1668,,
18,,Windows,"都市,爱情,剧情",,1600,1200,,
18,,Android_9,"爱情,剧情,喜剧,都市,家庭",HUAWEI,1080,2255,,
18,,9,"都市,芒果出品,剧情",HONOR,,,,
18,,9,"明星,真人秀,竞演",Renesas,,,,
18,,,"纪实,生活,真人秀",Sharp,,,,
18,,Android_10,"都市,爱情,剧情",HUAWEI,1920,1200,,
18,531314d8347f85ab,Android_10,"都市,剧情",Xiaomi,1080,2206,,
19,,Windows,"剧情,悬疑,谍战,年代",,,,,
19,,,"真人秀,音乐",Hisense,,,,
19,,,"爱情,都市,家庭",Xiaomi,,,,
19,,,"芒果出品,爱情,古装",Letv,,,,
19,,,"芒果出品,校园,网剧,青春,偶像,爱情",Xiaomi,,,,
19,,,"年代,剧情",Xiaomi,,,,
19,,9,"亲子,明星,真人秀,教育,芒果出品",Sony,,,,
19,,,"喜剧,爱情,芒果出品",lucky,,,,
19,1FEF73EEE6E14F6FA99439AE8E33246605efe454fd8de54b4bc3387a607a9e55,android,"都市,爱情",OPPO,1080,2068,,
20,,,"爱情,都市,家庭",Android,,,,
20,,,"亲子,芒果出品,真人秀",Actions,,,,
20,07E99009602C42A6AB6E27DE9EB4119Dfdf4506c9e312006e23df0f922507ab4,Android_12,"古装,爱情,芒果出品",realme,1800,1080,,
20,,Android_9,"家庭,喜剧,青春",HUAWEI,1080,2252,,
20,,9,"芒果出品,古装,爱情,玄幻,网剧",Xiaomi,,,,
20,83275fec218cfe5c,Android_11,"真人秀,芒果出品",Redmi,1080,2287,,
16,,,"悬疑,犯罪,芒果出品",Xiaomi,,,,
16,,,"仙侠,古装,爱情",Hisense,,,,
16,a51b64ce9bc6213f,Android_10,"爱情,都市,芒果出品",Redmi,2201,1080,,
17,,,"古装,爱情,芒果出品",MStar,,,,
17,,,"剧情,古装,爱情,芒果出品",rockchip,,,,
17,,,"警匪,剧情,芒果出品",apple,2224,1668,,
17,,10,其他,Xiaodu,,,,
17,,,"真人秀,美食",HiSTBAndroidV5,,,,
17,,,"古装,武侠,剧情,芒果出品",HiSTBAndroidV5,,,,
17,,Android_10,"真人秀,益智",HUAWEI,720,1482,,
17,,,"爱情,都市,家庭",apple,2360,1640,,
17,,,其他,rockchip,,,,
17,4630961C35744325AEA823FC442DC6F59444e01adcfe856cb93c3a7295d6f06b,Android_13,"益智,真人秀,搞笑,芒果出品",OPPO,1080,2293,,
18,86403937804A4E508A41571BC24CB086d7484bff9d9a8707af2faf296396c4c7,android,"都市,芒果出品,剧情",OPPO,1080,2158,,
18,,Mac,"益智,真人秀,搞笑,芒果出品",,810,1080,,
18,,9,"爱情,剧情",xiaomi,,,,
18,7962E4D2A80B44C6A08A5DF444C3EC8A396f3476d6a7ddd1196e137965391297,Android_12,"都市,爱情",OPPO,720,1460,,
18,,,"爱情,剧情,喜剧,都市,家庭",Hisense,,,,
19,,Windows,"爱情,都市,家庭",,,,,
19,8A2B22FD5E1442D787DD7E633A954A9Eaa9301d7230f048c120f7ba3deed03ed,Android_12,"真人秀,芒果出品",OPPO,1080,2285,,
19,,9,"都市,剧情,爱情",hisense,,,,
19,,linux,"真人秀,旅游",SAMSUNG,,,,
19,,,"爱情,都市,职场,芒果出品",Xiaomi,,,,
20,,Windows,"爱情,都市,家庭",,,,,
20,938D8AF0249E4B528CD2A723E1FF2222cf07524248637085070e54dd0768bfd4,Android_11,"剧情,家庭",OPPO,2316,1080,,
20,,,"真人秀,芒果出品",Xgimi,,,,
16,,,"剧情,喜剧,爱情,家庭",apple,2532,1170,,
16,,,"古装,爱情,芒果出品",himedia,,,,
16,,,其他,Xiaomi,,,,
16,,,"喜剧,爱情,芒果出品",SHARP,,,,
17,,Android_12,其他,HUAWEI,1600,2002,,
17,0bd73c95d80989f0,Android_13,"都市,爱情,悬疑,芒果出品",Xiaomi,2183,1080,,
17,,,其他,alps,,,,
17,,Windows,"真人秀,旅游",,,,,
17,C6BBEEF3D64A466CA9E729F4EA3CBC663ff387f234981489e2f148720450916e,,"都市,爱情,芒果出品",OPPO,1080,2251,,
17,,9,"真人秀,音乐",Xiaomi,,,,
17,,Android_12,"真人秀,益智,芒果出品",HONOR,2316,1080,,
18,,,"剧情,喜剧,爱情,家庭",Skyworth,,,,
18,,Mac,其他,,,,,
18,,,"都市,职场",apple,1284,2778,,
18,BBD42C16823A4505AB26295E53A1409416b6993fcc4002f9e5c0303095d701df,Android_12,其他,OPPO,1080,2180,,
18,,,"剧情,喜剧,爱情,家庭",Android,,,,
18,,,"芒果出品,网剧,都市,爱情",Android,,,,
18,,Android_12,"明星,真人秀,音乐,芒果出品",HUAWEI,2282,1080,,
18,7DE354E2CF194EAD877247570F4B1886b52e5b890730d6e8fcb0d89be85c669f,Android_12,"都市,爱情,芒果出品",OPPO,2288,1032,,
18,,Android_10,"真人秀,音乐",HUAWEI,1600,2006,,
18,,,"亲子,芒果出品,真人秀",SMSX_S6_SC,,,,
18,,,"都市,爱情,剧情",apple,2532,1170,,
19,,,"都市,爱情",Xiaomi,,,,
19,,,"古装,武侠,剧情,芒果出品",himedia,,,,
19,,,"喜剧,爱情,芒果出品",Xiaomi,,,,
19,,,"明星,真人秀,竞演",MStar,,,,
19,,10,"农村,年代,家庭",xiaomi,,,,
19,,,"青春,偶像,爱情",MStar,,,,
19,,,"都市,爱情",SHARP,,,,
19,,,"古装,悬疑,爱情",realtek,,,,
20,,9,"都市,爱情,剧情",Xiaodu,,,,
20,,,"都市,爱情,芒果出品",apple,1170,2532,,
20,D15F7CCF0A7543D5A5A8A5014FC2C0CA5817d7187ede130e92b1c5de461aba10,Android_12,"爱情,都市,家庭",OPPO,1080,2293,,
20,,,"真人秀,益智",SHARP,,,,
20,,10,"爱情,剧情,喜剧,都市,家庭",Sony,,,,
17,F945467BA7C54A9681EA1472C6DB3A71a5ed3cae0860d24d20120801431ef10f,Android_9,"悬疑,芒果出品",OPPO,1920,1080,,
17,,,"爱情,古装,奇幻",Allwinner,,,,
17,,,剧情,apple,1242,2208,,
18,,,"芒果出品,悬疑,网剧,古装,喜剧",Xiaomi,,,,
18,,Android_10,"古装,爱情,芒果出品",HONOR,1080,2340,,
18,,Android_11,"剧情,家庭",Hinova,1200,2529,,
18,d0eb8efcbe04c933b9597c93ce5089f08a45356040f2a947c205cf04133dfd4a,Android_10,"古装,悬疑,爱情",vivo,1080,2318,,
18,,,其他,MStar,,,,
18,,10,"爱情,都市,家庭",Skyworth,,,,
18,,9,"真人秀,明星,竞技",Xiaomi,,,,
19,88a80c0132eeddea,Android_11,其他,Redmi,1080,2260,,
19,1D541E4D9774454B86D154880D214921dff77f1557dc24199fc46cdb7668021c,Android_12,"真人秀,竞技",OPPO,1080,2161,,
19,,9,"剧情,古装,爱情,芒果出品",Hisense,,,,
19,,Android_12,其他,HONOR,1080,2316,,
19,,,其他,Xiaomi,,,,
19,,,"都市,爱情,剧情",Xgimi,,,,
19,a0a619c62b57064b,Android_12,"爱情,都市,家庭",Redmi,1220,2573,,
19,,,其他,apple,2360,1640,,
19,,,"都市,职场",Xiaomi,,,,
19,,,"芒果出品,爱情,古装",PPTV,,,,
20,,,其他,Hisense,,,,
20,,Android_10,"明星,真人秀,芒果出品",HUAWEI,1600,2006,,
20,,,"都市,爱情,芒果出品",Xiaodu,,,,
20,,,"爱情,都市,家庭",ChangHong,,,,
20,2EDF737BD7804D528D126EE6A93505D724cdeffb3632e44e2d04108831bda59f,Android_13,其他,OPPO,1080,2161,,
20,2C1408B1177641FB941B657B3BD385D1a03d04341991e7c66f939cf090c31834,Android_12,"都市,爱情",realme,1080,2253,,
16,,Android_10,"都市,爱情,芒果出品",HONOR,720,1552,,
16,,,"芒果出品,真人秀,明星,搞笑",Hisense,,,,
16,,,"爱情,都市",TCL,,,,
16,A6DE1EBBACA0456CB427EFBD36B6B058b31f7abb859ccd88982ea6bc70784df4,Android_13,"都市,爱情,芒果出品",OPPO,2180,1080,,
16,,,"芒果出品,网剧,都市,爱情",apple,1792,828,,
17,,Android_10,"都市,爱情,芒果出品",HONOR,2277,1080,,
17,,,"古装,爱情,奇幻,喜剧,芒果出品,言情,青春,玄幻,网剧,偶像",Xiaodu,,,,
17,,,"音乐,竞技",SHARP,,,,
17,,Android_10,"都市,爱情,芒果出品",HUAWEI,2268,1104,,
17,,Android_10,"爱情,都市,家庭",HUAWEI,1600,2560,,
17,7cf6aed8f6d1e001,Android_11,家庭,Xiaomi,2560,1564,,
17,,Windows,"都市,爱情,剧情",,1920,1080,,
17,,9,"悬疑,犯罪,芒果出品",hisense,,,,
17,,Windows,"科幻,爱情",,,,,
18,,10,"古装,武侠,剧情,芒果出品",HUAWEI,,,,
18,,9,"芒果出品,悬疑,犯罪",XGIMI,,,,
18,,,"情感,旅游,真人秀,芒果出品",Letv,,,,
18,,,"古装,武侠,剧情,芒果出品",Hisense,,,,
18,,,其他,Xiaodu,,,,
18,,,其他,alps,,,,
18,09D20D4B51EE49B1A202BA59F0AE64DAb14aa9f3215501d5dacbb972329f9774,Android_12,"都市,爱情,芒果出品",OPPO,1080,2290,,
19,,,"都市,爱情,剧情",apple,2160,1620,,
19,eb21b2235e935d064fadd2686aa60f2f37cfffe34b4ce8dd05c0c93ad62d8d97,Android_10,"明星,真人秀,音乐,芒果出品",vivo,720,1554,,
19,597cd37a4167e6e9,Android_13,其他,Xiaomi,1080,2166,,
19,,,"音乐,芒果出品",Xiaomi,,,,
19,,,其他,Coocaa,,,,
19,,,"警匪,爱情,悬疑,芒果出品",Hisense,,,,
19,,,家庭,Android,,,,
19,987afdfcebb7e051e5c7979d2f09f0a96c8828e38b06142e9a8ec151a4ea2379,Android_13,"剧情,爱情,芒果出品,都市",samsung,1080,2275,,
19,,,"芒果出品,爱情,古装",Xiaomi,,,,
19,ead630accdc5ce1915e99aa7cfe50e7f927868ac7b4c7c120741eee26294006a,Android_10,"悬疑,芒果出品",vivo,2340,1080,,
20,,,音乐,Android,,,,
20,,,"芒果出品,悬疑,都市,言情",Android,,,,
20,80204DF338354FB5995BF06346618909bfbf94a96bbeee3e18c175aae937d186,ANDROID_11,"真人秀,芒果出品",OPPO,1080,2242,,
16,,,"农村,年代,家庭",alps,,,,
16,,,"芒果出品,网剧,都市,爱情",apple,1179,2556,,
17,5435229098E24803A5F2A073FC1A63FBf3597c7133544c86c755978b993dc8fd,Android_13,其他,OPPO,1080,2293,,
17,,,"音乐,竞技",Xiaomi,,,,
17,,,"剧情,爱情,都市,芒果出品",apple,2208,1242,,
17,,,"纪实,生活,真人秀",Xiaomi,,,,
17,,Windows,"都市,爱情,剧情",,1440,900,,
17,,,"悬疑,芒果出品",alps,,,,
18,,9,其他,xiaomi,,,,
18,,,"爱情,都市,家庭",apple,2360,1640,,
18,,9,"都市,芒果出品,剧情",xiaomi,,,,
18,,android_10,音乐,HUAWEI,1200,1934,,
18,,9,其他,HONOR,,,,
18,,,"都市,芒果出品,剧情",Android,,,,
19,,,"剧情,爱情,都市,芒果出品",apple,1792,828,,
19,f549090c57c87bc294621e6dc28eef27e74e86d1ca1783e4b33a45b90a046aaf,Android_13,"文化,脱口秀,搞笑",vivo,1080,2320,,
19,93cc0dd77617aa205f9aa7d5658b1fc26effc8e87348fd38101fd87fec140c52,Android_11,"爱情,都市,家庭",vivo,720,1470,,
19,,,"芒果出品,真人秀,明星,搞笑",Letv,,,,
19,,,其他,Konka,,,,
19,BC73DE3D723542C09C8EC982C65DAAA257223bd040743461a00e9f6398de6d81,Android_12,"都市,爱情",realme,2158,1080,,
19,770854C2961C436EBB5AF1A424C8BB75cc24bae4c0551bbe1d601e9eb353e8e6,,"都市,校园,家庭",OPPO,1080,1920,,
19,,9,"真人秀,芒果出品",MediaTek,,,,
19,5005EA0CF2D74AE599CB0A14E71384B5d6c2a131e82eb6afdac5e8be14e6c77e,Android_11,"仙侠,古装,爱情",OPPO,2208,1080,,
19,,,"悬疑,芒果出品",apple,1284,2778,,
19,,9,"青春,校园",TCL,,,,
19,,,"爱情,都市,家庭",Skyworth,,,,
19,,Android,"都市,爱情",KBY,,,,
20,,,"真人秀,芒果出品",HiSTBAndroidV5,,,,
20,,Android_10,"文化,脱口秀,搞笑",HUAWEI,1080,2259,,
20,,,"都市,爱情,芒果出品",Dangbei,,,,
20,,,"剧情,犯罪",rockchip,,,,
16,,,"古装,爱情,奇幻,喜剧,芒果出品,言情,青春,玄幻,网剧,偶像",ChangHong,,,,
16,,,"真人秀,明星,竞技",Hisense,,,,
16,,9,"亲子,芒果出品,真人秀",HONOR,,,,
16,,,"都市,校园,家庭",Mstar,,,,
16,252D1F96729F4CD1AC194EFFC8133E51f817ce479f532b0dc781f162736b6d14,Android_11,其他,realme,1080,2280,,
16,,,"芒果出品,悬疑,犯罪",Xiaomi,,,,
16,,linux,"青春,校园",SAMSUNG,,,,
16,,,"剧情,喜剧,爱情,家庭",Xiaodu,,,,
16,,,"都市,爱情,芒果出品",MStar,,,,
17,,,"都市,爱情,芒果出品",alps,,,,
17,,,"剧情,家庭",Android,,,,
17,,,"明星,真人秀,竞演",apple,1170,2532,,
17,,,"真人秀,音乐",HiSTBAndroidV5,,,,
17,,,"都市,芒果出品,剧情",apple,2160,1620,,
18,,Windows,其他,,,,,
18,,,"都市,职场",apple,1170,2532,,
18,,,"战争,剧情",apple,2048,1536,,
18,,Android_10,"爱情,剧情,喜剧,都市,家庭",HONOR,1200,1854,,
18,5f25c58506c578fba6e3564abb3950afcf5c2eb62b43cd8608f9de457c0a0e2b,Android_13,"爱情,都市,家庭",vivo,1080,2230,,
18,,,其他,Android,,,,
18,,,"芒果出品,爱情,古装",Xiaomi,,,,
18,,,其他,Xiaodu,,,,
18,,,其他,Android,,,,
18,,9,"古装,武侠,剧情,芒果出品",Xiaomi,,,,
19,,Android_10,"益智,真人秀,搞笑,芒果出品",HONOR,1080,2232,,
19,,,"都市,爱情",Xiaodu,,,,
19,,,"都市,爱情,芒果出品",Android,,,,
19,,,"仙侠,古装,爱情",MStar,,,,
19,FCA0BA5CDD84481F917396DD9806A166227e2b1ba3dcbeb9fffeb901432b73ba,Android_10,其他,OPPO,2340,1080,,
19,,Android_9,"都市,爱情,芒果出品",HUAWEI,1080,2265,,
19,,9,"剧情,喜剧,爱情,家庭",XGIMI,,,,
19,,10,"真人秀,芒果出品",xiaomi,,,,
19,,,"喜剧,爱情,芒果出品",apple,2746,1908,,
20,,,"古装,爱情,芒果出品",vivo,2141,1080,,
20,,Android_12,"芒果出品,校园,网剧,青春,偶像,爱情",HUAWEI,1080,2085,,
20,,,"都市,爱情,芒果出品",Allwinner,,,,
20,,9,"都市,爱情,芒果出品",Xiaomi,,,,
20,,11,"家庭,爱情",TCL,,,,
16,,Android_10,"爱情,都市,家庭",HUAWEI,2214,1080,,
16,b2fbc872c9ef5220,Android_13,"剧情,喜剧,爱情,家庭",Redmi,1220,2624,,
16,,Android_12,"都市,芒果出品,剧情",HUAWEI,1080,2214,,
17,,,其他,TCL,,,,
17,,,"爱情,都市,家庭",HUAWEI,1600,2560,,
17,,,"芒果出品,网剧,都市,爱情",rockchip,,,,
17,,10,"爱情,都市,家庭",Sony,,,,
17,,Android_12,其他,HONOR,1080,2238,,
17,,,"古装,武侠,剧情,芒果出品",Xiaodu,,,,
17,,9,"爱情,都市",Xiaodu,,,,
17,,,其他,apple,2048,1536,,
17,,,"明星,真人秀,音乐,芒果出品",apple,828,1792,,
17,,,"爱情,悬疑,犯罪",apple,828,1792,,
17,,,"剧情,都市",TCL,,,,
17,,,"芒果出品,都市,剧情",Sony,,,,
18,,,"都市,爱情,芒果出品",Xiaomi,,,,
18,,,"都市,爱情,芒果出品",MStar,,,,
18,,10,其他,Sony,,,,
18,,,"爱情,剧情,喜剧,都市,家庭",apple,828,1792,,
18,,,"青春,校园",MStar,,,,
18,,linux,"剧情,爱情,悬疑,犯罪",SAMSUNG,,,,
19,,,"爱情,言情,都市,芒果出品",Android,,,,
19,,9,"真人秀,芒果出品",rtk,,,,
19,,,"真人秀,益智",skyworthbox,,,,
20,9660496C21D04115B3305E7DD8249CD8951bc9464172e85322bab6605a454d54,,其他,OPPO,720,1360,,
20,,9,其他,HONOR,,,,
20,,,年代,MSTAR,,,,
20,,,其他,apple,1170,2532,,
20,,,"亲子,明星,真人秀,教育,芒果出品",apple,2048,1536,,
20,,,其他,apple,2436,1125,,
20,,,"都市,爱情",Xgimi,,,,
16,,Android_10,"都市,爱情",HUAWEI,1080,2224,,
16,,,其他,TCL,,,,
17,,,"都市,职场",apple,750,1334,,
17,,,"爱情,都市,芒果出品",Hisense,,,,
17,,,"剧情,悬疑,谍战,年代",Xiaomi,,,,
17,0C09F1F5D1564D1CB32835D2A0AB9C4Ee279ab7452c41294e1d399af071e86a6,Android_13,"都市,爱情,芒果出品",OPPO,1080,2161,,
17,40a89203e03d2335,Android_10,"科幻,爱情",xiaomi,1080,2216,,
17,,Android_10,"真人秀,竞技",HUAWEI,1152,691,,
17,,Windows,"剧情,爱情,都市,芒果出品",,1536,864,,
17,,9,其他,Xiaomi,,,,
17,,,"明星,真人秀,竞演",meizu,1080,2136,,
18,,,"亲子,明星,真人秀,教育,芒果出品",DM1016,,,,
18,,,其他,Skyworth,,,,
19,,linux,"校园,青春,偶像,爱情",SAMSUNG,,,,
19,,,"都市,爱情",Xiaomi,,,,
19,,,"古装,爱情,芒果出品",Skyworth,,,,
19,,10,"校园,青春,偶像,爱情",HUAWEI,,,,
19,,Windows,"剧情,悬疑,谍战,年代",,1440,900,,
19,,,"芒果出品,悬疑,犯罪",Xiaomi,,,,
20,,Android_10,"芒果出品,青春,偶像,爱情,古装,网剧",HUAWEI,1080,2265,,
20,,,其他,Konka,,,,
20,,9,其他,Hisense,,,,
20,,,"宫廷,古装,言情,芒果出品",Nagrace,,,,
20,00DFA328DAC64EE899B6FB17799AA54C67438901b83377210a520a45429f7ae5,Android_11,"剧情,喜剧,爱情,家庭",OPPO,1080,686,,
20,,,其他,MStar,,,,
20,,9,"爱情,都市,家庭",Xiaomi,,,,
16,,,"家庭,喜剧,青春",apple,1170,2532,,
16,,,其他,Xiaomi,,,,
16,,,其他,apple,2532,1170,,
16,,Windows,"都市,爱情,剧情",,1920,1080,,
16,5021122f1de4d657b3f5b818d597104ceeb0f2a8f4daf9a5a39f123867a17041,Android_10,"剧情,喜剧,爱情,家庭",vivo,1080,2318,,
16,,10,音乐,HUAWEI,,,,
17,,,"青春,校园",Letv,,,,
17,,Windows,其他,,,,,
17,,9,"剧情,喜剧,爱情,家庭",Skyworth,,,,
17,,,"真人秀,芒果出品",Xiaomi,,,,
17,A91DF0D712134B5489621A8CFCF4665507511c53a89eaee450d8f86803c91239,Android_12,"真人秀,美食,明星",OPPO,720,1448,,
18,,,"剧情,喜剧,爱情,家庭",apple,1792,828,,
18,,Android_12,年代,HUAWEI,2328,1128,,
18,,,"言情,穿越,古装,芒果出品",Xiaomi,,,,
18,,,其他,JM,,,,
18,,,"爱情,偶像",Skyworth,,,,
18,,,其他,apple,2160,1620,,
18,,,音乐,apple,2048,1536,,
19,,,"剧情,犯罪",apple,2360,1640,,
19,,,"古装,武侠,剧情,芒果出品",TCL,,,,
19,,,"古装,武侠,剧情,芒果出品",Xiaomi,,,,
19,,,"真人秀,芒果出品",Xiaomi,,,,
19,,,其他,ChangHong,,,,
19,,Windows,"剧情,喜剧,爱情,家庭",,,,,
19,dc7b61005ad16946,Android_11,其他,Xiaomi,1600,2005,,
19,,,"战争,剧情",HiSTBAndroidV5,,,,
19,,,"芒果出品,青春,偶像,爱情,古装,网剧",apple,2732,2048,,
19,,Android_10,"爱情,言情,都市,芒果出品",HONOR,2224,1080,,
19,,,"剧情,家庭",apple,1125,2436,,
19,,9,"芒果出品,爱情,网剧,奇幻,古装",Xiaomi,,,,
20,,,"战争,剧情",Xiaomi,,,,
20,,,其他,apple,828,1792,,
20,,,"爱情,都市,家庭",apple,2360,1640,,
20,,10,"剧情,爱情,芒果出品",HUAWEI,,,,
20,343D03403C1049359EE7EBF0CBF87A96551377c5155aee7e717ee1b72cc26542,Android_11,"文化,脱口秀,搞笑",OPPO,1080,2234,,
20,c18b03ec790a8b24,Android_13,"真人秀,芒果出品",Xiaomi,1440,2898,,
20,556aff07772a7ec8,Android_12,"芒果出品,爱情,古装",Redmi,1080,2190,,
16,,,其他,vivo,1356,720,,
16,,,"芒果出品,真人秀,明星,搞笑",Android,,,,
16,,Android_10,"警匪,悬疑,都市",HUAWEI,1200,1920,,
17,78CC9FD1DDBD4A53A476B19099E74D85eb7e731c7b625c211929cac973dae545,android,"都市,爱情",OPPO,2290,1080,,
17,,Android_10,"真人秀,美食,明星",HUAWEI,1600,2006,,
17,,,剧情,apple,2360,1640,,
17,,Android_10,音乐,HUAWEI,720,1552,,
17,,linux,"剧情,喜剧,爱情,家庭",SAMSUNG,,,,
17,,,其他,Xiaomi,,,,
17,,,"都市,爱情,芒果出品",ChangHong,,,,
17,,Android_11,"剧情,犯罪",Hinova,1080,2304,,
18,,,剧情,Xiaomi,,,,
18,,linux,"剧情,喜剧,爱情,家庭",SAMSUNG,,,,
18,,Android_9,"明星,真人秀,音乐,芒果出品",HONOR,1080,1920,,
18,,,"纪实,生活,真人秀",apple,1290,2796,,
18,,,其他,Dangbei,,,,
18,,,"剧情,喜剧,爱情,家庭",Xiaodu,,,,
18,,9,"剧情,家庭",HONOR,,,,
18,d76f146dc17fab1a,Android_10,"家庭,爱情",Xiaomi,1080,2211,,
19,,,"剧情,家庭",Xiaomi,,,,
19,,9,"家庭,爱情",Xiaodu,,,,
19,,,其他,apple,1136,640,,
19,,,剧情,Letv,,,,
19,,,"古装,武侠,剧情,芒果出品",Xiaomi,,,,
19,,,"剧情,喜剧,爱情,家庭",Xiaomi,,,,
19,f10033773b0aa57e,Android_12,"明星,真人秀,芒果出品",Xiaomi,2175,1080,,
19,8730bb2cbe5cfc2e1a2a06bc3e3eb15ff505d1cbc6b56ab6c152cde40228b3d6,Android_10,"爱情,都市,家庭",samsung,1080,1920,,
19,,,"剧情,悬疑,谍战,年代",rockchip,,,,
19,,,"爱情,都市,家庭",SKYWORTH,,,,
20,,,"剧情,爱情,芒果出品,都市",Android,,,,
16,,Android_12,"真人秀,音乐",HUAWEI,2560,1600,,
16,,Android_10,"真人秀,音乐",HUAWEI,2000,1200,,
16,f65420febd36dd3745f4c3e0e828c2a45d9ce36a238308f76d109924189c1f9d,Android_12,"爱情,都市",samsung,3147,1440,,
17,F11E49C1A3E447498A9DF4D55204E964d07997face16a11a53aade6419a9f295,Android_10,"剧情,犯罪",OPPO,1080,2132,,
17,,,"文化,脱口秀,搞笑",rockchip,,,,
17,,,"战争,剧情",,,,,
17,FA7558B8F76645938BF15C8B0C9E0CC9e43ca747779aff013b5e095e81c313bc,Android_10,"战争,剧情",OPPO,1080,2068,,
17,,,其他,Sony,,,,
17,,,"都市,爱情,剧情",vivo,2154,1080,,
17,,,"宫廷,古装,爱情,剧情",apple,1242,2208,,
17,,,"古装,武侠,剧情,芒果出品",Android,,,,
17,,,"都市,剧情,爱情",Xiaodu,,,,
18,9b51d46b658b8bc2,Android_10,音乐,Xiaomi,1080,2121,,
18,,,"古装,武侠,剧情,芒果出品",rockchip,,,,
18,,Windows,"都市,芒果出品,剧情",,,,,
18,,9,其他,Xiaomi,,,,
18,,Windows,"真人秀,竞技",,,,,
18,,,其他,apple,2048,1536,,
18,,,"都市,爱情,芒果出品",ChangHong,,,,
